x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,label,match_id,turning_point,match_performance
0,1,0,1,0,0,0.0,12.337,1,0,0.0,1,2023-wimbledon-2601,0,-0.10871800000000004
15,1,0,1,0,0,0.0,38.013,1,1,1.2699049180327868,1,2023-wimbledon-2601,1,-0.6031820000000001
30,1,0,1,0,0,0.0,19.604,1,1,3.590615300546448,0,2023-wimbledon-2601,0,-0.12045600000000006
15,1,0,1,0,0,0.0,24.212,1,1,2.438348633879781,1,2023-wimbledon-2601,0,-0.40996800000000005
25,1,0,1,0,0,0.0,2.532,1,1,3.6236601092896175,1,2023-wimbledon-2601,0,0.04355199999999998
0,1,0,1,0,0,1.0,14.102,0,1,3.616921857923497,0,2023-wimbledon-2601,1,-0.25142800000000004
-15,0,0,1,0,0,1.0,1.24,0,1,0.480208743169399,0,2023-wimbledon-2601,0,0.25264
-30,0,0,1,0,0,1.0,15.876,0,0,0.9513918032786887,1,2023-wimbledon-2601,0,0.18273600000000004
-15,0,0,1,0,0,1.0,31.218,0,1,0.895893442622951,0,2023-wimbledon-2601,0,-0.16705199999999998
-25,0,0,1,0,0,1.0,24.382,0,1,-2.09475956284153,0,2023-wimbledon-2601,0,-0.22134800000000004
0,1,0,1,0,0,1.0,17.262,1,0,-1.620584699453552,1,2023-wimbledon-2601,1,0.5213319999999999
15,1,0,1,0,0,1.0,39.547,1,0,0.7151409836065574,1,2023-wimbledon-2601,0,0.43434199999999995
30,1,0,1,0,0,1.0,7.444,1,0,1.8226819672131147,0,2023-wimbledon-2601,1,1.108784
15,1,0,1,0,0,1.0,10.799,1,1,1.7647377049180328,1,2023-wimbledon-2601,0,0.47681399999999996
25,1,0,1,0,0,1.0,8.332,1,1,3.6366081967213106,1,2023-wimbledon-2601,0,0.661352
0,1,0,1,0,0,0.0,24.316,0,1,3.598161202185792,0,2023-wimbledon-2601,1,-1.093424
-15,0,0,1,0,0,0.0,10.418,0,1,0.4416459016393444,0,2023-wimbledon-2601,1,-0.5748519999999999
-30,0,0,1,0,0,0.0,11.068,0,1,0.823335519125683,1,2023-wimbledon-2601,0,-0.8089519999999999
-15,0,0,1,0,0,0.0,3.916,0,1,0.7750054644808744,0,2023-wimbledon-2601,0,-0.483824
-25,0,0,1,0,0,0.0,28.899,0,1,-2.0949371584699454,1,2023-wimbledon-2601,0,-0.983586
-10,0,0,1,0,0,0.0,5.669,0,1,0.29717704918032783,0,2023-wimbledon-2601,1,-0.433366
0,1,0,0,0,1,0.0,29.51,1,1,0.9356256830601094,0,2023-wimbledon-2601,1,-1.5471400000000002
-15,0,0,0,0,1,0.0,25.749,1,1,-1.641472677595628,0,2023-wimbledon-2601,1,-1.170486
-30,0,0,0,0,1,0.0,29.002,1,0,-2.039754644808743,0,2023-wimbledon-2601,1,-1.081028
-40,0,0,0,0,1,0.0,12.829,1,1,-4.697166666666667,0,2023-wimbledon-2601,0,-1.3646059999999998
0,1,0,0,0,0,0.0,7.806,0,0,-5.931998907103826,1,2023-wimbledon-2601,1,-0.6582840000000001
15,1,0,0,0,0,0.0,15.719,0,0,-3.3888284153005466,1,2023-wimbledon-2601,1,-0.544066
30,1,0,0,0,0,0.0,1.59,0,1,-0.9267989071038245,0,2023-wimbledon-2601,0,-0.4812600000000001
15,1,0,0,0,0,0.0,30.795,0,1,-0.5542404371584699,0,2023-wimbledon-2601,0,-1.1151300000000002
0,1,0,0,0,0,0.0,2.883,0,0,-0.10771147540983594,1,2023-wimbledon-2601,0,-0.589362
10,1,0,0,0,0,0.0,16.929,0,1,-0.15549617486338788,0,2023-wimbledon-2601,0,-0.996006
0,1,0,0,0,0,0.0,11.649,0,1,-2.236109289617487,1,2023-wimbledon-2601,0,-1.072086
10,1,0,0,0,0,0.0,10.067,0,1,-0.1801628415300544,1,2023-wimbledon-2601,1,-0.899938
0,1,0,1,0,1,0.0,7.953,1,1,3.161851366120218,0,2023-wimbledon-2601,0,-1.0893420000000003
-15,0,0,1,0,1,0.0,9.021,1,1,1.0342513661202182,0,2023-wimbledon-2601,0,-0.780294
-30,0,0,1,0,1,0.0,44.933,1,0,1.0101748633879784,0,2023-wimbledon-2601,1,-1.148062
-40,0,0,1,0,1,0.0,18.489,1,1,-1.1906316939890706,1,2023-wimbledon-2601,0,-1.2878459999999996
-25,0,0,1,0,1,0.0,7.751,1,0,-2.46219781420765,0,2023-wimbledon-2601,1,-0.552514
0,1,0,0,0,1,0.0,13.469,0,1,-2.8109038251366116,0,2023-wimbledon-2601,1,-1.779566
-15,0,0,0,0,1,0.0,2.851,0,1,-2.624624043715847,0,2023-wimbledon-2601,1,-1.306914
-30,0,0,0,0,1,0.0,6.565,0,1,-2.3105841530054647,0,2023-wimbledon-2601,1,-1.58391
-40,0,0,0,0,1,0.0,15.29,0,0,-4.714731693989071,0,2023-wimbledon-2601,0,-1.49606
0,1,0,0,0,1,0.0,38.138,1,1,-3.6107387978142067,1,2023-wimbledon-2601,1,-1.667932
15,1,0,0,0,1,0.0,17.404,1,1,-0.2713677595628412,1,2023-wimbledon-2601,0,-1.1526560000000003
30,1,0,0,0,1,0.0,13.602,1,1,2.082730054644809,0,2023-wimbledon-2601,0,-0.8744280000000001
15,1,0,0,0,1,0.0,19.214,1,0,1.8224622950819669,1,2023-wimbledon-2601,0,-0.8179960000000002
25,1,0,0,0,1,0.0,19.718,1,1,3.6695704918032783,0,2023-wimbledon-2601,0,-1.0350519999999999
10,1,0,0,0,1,0.0,14.708,1,1,0.09687814207650289,0,2023-wimbledon-2601,0,-1.189912
0,1,0,0,0,1,0.0,26.081,1,1,-2.573281420765027,0,2023-wimbledon-2601,0,-1.4991340000000002
-10,0,0,0,0,1,0.0,8.151,1,1,-2.6818464480874318,0,2023-wimbledon-2601,0,-0.8491140000000001
0,1,0,0,0,1,0.0,12.305,0,0,-5.625695081967214,0,2023-wimbledon-2601,0,-1.40327
-15,0,0,0,0,1,0.0,9.223,0,1,-5.395377049180327,0,2023-wimbledon-2601,0,-1.396122
-30,0,0,0,0,1,0.0,19.15,0,0,-5.1020650273224035,1,2023-wimbledon-2601,0,-1.4001000000000001
-15,0,0,0,0,1,0.0,3.34,0,1,-2.6179699453551915,0,2023-wimbledon-2601,0,-1.31376
-25,0,0,0,0,1,0.0,15.508,0,0,-2.0122825136612024,0,2023-wimbledon-2601,0,-1.274112
0,1,0,1,0,1,0.5,14.457,1,1,-1.424787431693989,1,2023-wimbledon-2601,0,-0.8308980000000001
15,1,0,1,0,1,0.5,33.385,1,1,0.8824912568306013,0,2023-wimbledon-2601,1,-0.87089
0,1,0,1,0,1,0.5,24.393,1,1,-1.8248639344262296,1,2023-wimbledon-2601,0,-0.9700020000000001
15,1,0,1,0,1,0.5,56.335,1,1,0.4854005464480875,0,2023-wimbledon-2601,0,-1.19219
0,1,0,1,0,1,0.5,6.52,1,1,-0.35619617486338784,0,2023-wimbledon-2601,1,-0.7197800000000003
-10,0,0,1,0,1,0.5,14.057,1,1,-2.93655956284153,1,2023-wimbledon-2601,0,-0.426298
0,1,0,1,0,1,0.5,27.448,1,1,-0.03313606557377084,0,2023-wimbledon-2601,0,-1.012772
-10,0,0,1,0,1,0.5,14.725,1,1,-2.7356868852459013,0,2023-wimbledon-2601,0,-0.43565000000000004
0,1,0,0,0,0,0.0,5.427,0,1,-3.0448912568306015,0,2023-wimbledon-2601,0,-0.984978
-15,0,0,0,0,0,0.0,25.532,0,0,-2.782215300546448,0,2023-wimbledon-2601,1,-0.582448
-30,0,0,0,0,0,0.0,9.638,0,1,-5.206898360655737,0,2023-wimbledon-2601,1,-0.944932
-40,0,0,0,0,0,0.0,5.67,0,0,-4.821846994535519,0,2023-wimbledon-2601,0,-0.67938
0,1,0,1,0,1,0.0,10.005,1,1,-3.5825120218579243,1,2023-wimbledon-2601,1,-1.11807
15,1,0,1,0,1,0.0,5.504,1,1,-1.3108262295081967,1,2023-wimbledon-2601,0,-0.8300560000000001
30,1,0,1,0,1,0.0,14.49,1,1,1.07614262295082,0,2023-wimbledon-2601,0,-0.7308600000000001
15,1,0,1,0,1,0.0,32.91,1,1,0.8145010928961751,1,2023-wimbledon-2601,0,-1.21374
25,1,0,1,0,1,0.0,11.472,1,1,2.7886437158469946,0,2023-wimbledon-2601,0,-0.7636080000000001
10,1,0,1,0,1,0.0,28.466,1,0,0.26539234972677606,0,2023-wimbledon-2601,0,-0.8665240000000001
0,1,0,1,0,1,0.0,15.658,1,0,-2.3466535519125684,0,2023-wimbledon-2601,0,-0.8372120000000001
-10,0,0,1,0,1,0.0,20.161,1,0,-2.393302732240437,1,2023-wimbledon-2601,0,-0.5012540000000001
0,1,0,1,0,1,0.0,29.718,1,0,-2.504472677595628,0,2023-wimbledon-2601,0,-1.0340520000000002
-10,0,0,1,0,1,0.0,28.875,1,1,-2.7415852459016397,1,2023-wimbledon-2601,0,-0.9832500000000001
0,1,0,1,0,1,0.0,12.373,1,1,0.06108469945355188,1,2023-wimbledon-2601,0,-1.1512220000000002
10,1,0,1,0,1,0.0,3.997,1,0,2.714307650273224,0,2023-wimbledon-2601,0,-0.5239579999999999
0,1,0,1,0,1,0.0,29.446,1,1,0.058628415300546494,0,2023-wimbledon-2601,0,-1.390244
-10,0,0,1,0,1,0.0,3.758,1,0,0.03556612021857923,1,2023-wimbledon-2601,0,-0.271612
0,1,0,1,0,1,0.0,8.71,1,1,-0.21754972677595646,0,2023-wimbledon-2601,0,-1.0999400000000001
-10,0,0,1,0,1,0.0,18.845,1,0,-2.7655071038251355,0,2023-wimbledon-2601,0,-0.48283000000000004
0,1,0,1,0,1,0.5,4.826,0,1,-3.404331147540984,0,2023-wimbledon-2601,0,-1.153064
-15,0,0,1,0,1,0.5,18.893,0,0,-2.891958469945355,0,2023-wimbledon-2601,0,-0.6660020000000001
-30,0,0,1,0,1,0.5,4.458,0,1,-5.230306010928961,0,2023-wimbledon-2601,1,-1.048912
-40,0,0,1,0,1,0.5,7.02,0,1,-4.9617491803278675,1,2023-wimbledon-2601,0,-1.23478
-25,0,0,1,0,1,0.5,40.292,0,0,-2.071756830601093,1,2023-wimbledon-2601,1,-1.1155880000000002
-10,0,0,1,0,1,0.5,1.662,0,0,0.4511349726775953,1,2023-wimbledon-2601,0,-0.3497680000000001
0,1,0,1,0,1,0.5,50.911,0,0,2.6456530054644807,0,2023-wimbledon-2601,1,-1.4382540000000004
-10,0,0,1,0,1,0.5,8.444,0,0,2.7397497267759565,1,2023-wimbledon-2601,1,-0.44471600000000006
0,1,0,1,0,1,0.5,15.763,0,1,2.413648087431694,0,2023-wimbledon-2601,0,-1.3061820000000002
-10,0,0,1,0,1,0.5,2.28,0,0,-0.1595131147540982,1,2023-wimbledon-2601,1,-0.35842000000000007
0,1,0,1,0,1,0.5,25.93,0,0,-0.1895131147540983,1,2023-wimbledon-2601,0,-1.0885200000000002
10,1,0,1,0,1,0.5,1.651,0,1,2.3444934426229507,0,2023-wimbledon-2601,0,-0.9586140000000001
0,1,0,1,0,1,0.5,43.117,0,0,0.2659551912568307,1,2023-wimbledon-2601,1,-1.3291380000000002
10,1,0,1,0,1,0.5,20.929,0,1,2.801788524590164,1,2023-wimbledon-2601,1,-1.228506
0,1,0,1,0,0,1.0,17.584,1,1,3.9911874316939895,1,2023-wimbledon-2601,0,0.15682399999999996
15,1,0,1,0,0,1.0,5.021,1,1,4.259339344262295,1,2023-wimbledon-2601,1,0.5577059999999999
30,1,0,1,0,0,1.0,33.955,1,1,7.14614480874317,1,2023-wimbledon-2601,0,0.37763
40,1,0,1,0,0,1.0,11.042,1,1,7.929552459016393,1,2023-wimbledon-2601,0,0.848412
0,1,0,0,0,1,0.0,28.472,0,1,7.746515846994535,1,2023-wimbledon-2601,0,-1.989608
15,1,0,0,0,1,0.0,11.357,0,0,8.298412021857922,1,2023-wimbledon-2601,1,-1.1649980000000002
30,1,0,0,0,1,0.0,6.782,0,1,8.79264863387978,0,2023-wimbledon-2601,1,-1.235948
15,1,0,0,0,1,0.0,19.57,0,1,6.130225683060109,0,2023-wimbledon-2601,0,-1.6399800000000004
0,1,0,0,0,1,0.0,24.315,0,1,0.12019945355191274,1,2023-wimbledon-2601,1,-1.93141
10,1,0,0,0,1,0.0,61.845,0,1,0.011792896174863413,0,2023-wimbledon-2601,0,-2.30683
0,1,0,0,0,1,0.0,35.424,0,1,-2.141220218579235,0,2023-wimbledon-2601,0,-2.086936
-10,0,0,0,0,1,0.0,2.43,0,0,-2.5252792349726776,1,2023-wimbledon-2601,0,-0.8660200000000001
0,1,0,0,0,1,0.0,24.164,0,1,-0.3416153005464482,1,2023-wimbledon-2601,0,-1.929296
10,1,0,0,0,1,0.0,11.047,0,1,-0.32638688524590176,1,2023-wimbledon-2601,0,-1.5956579999999998
0,1,0,0,1,1,0.0,2.709,1,1,4.525625136612022,1,2023-wimbledon-2601,0,-1.163926
15,1,0,0,1,1,0.0,4.961,1,0,7.801464480874317,0,2023-wimbledon-2601,0,-0.610454
0,1,0,0,1,1,0.0,16.16,1,1,5.901464480874317,0,2023-wimbledon-2601,1,-1.35224
-15,0,0,0,1,1,0.0,14.44,1,1,2.9736721311475414,0,2023-wimbledon-2601,0,-1.0041599999999997
-25,0,0,0,1,1,0.0,14.74,1,1,-2.6135759562841527,0,2023-wimbledon-2601,0,-1.15836
0,1,0,0,0,1,0.0,5.696,0,1,-3.990443715846994,0,2023-wimbledon-2601,1,-1.670744
-15,0,0,0,0,1,0.0,30.292,0,0,-3.7460568306010926,0,2023-wimbledon-2601,1,-1.331088
-30,0,0,0,0,1,0.0,1.272,0,0,-3.701004371584699,1,2023-wimbledon-2601,0,-1.1498080000000002
-15,0,0,0,0,1,0.0,45.947,0,0,-1.4022349726775951,1,2023-wimbledon-2601,0,-1.5502580000000001
0,1,0,0,0,1,0.0,1.238,0,1,0.8511967213114757,0,2023-wimbledon-2601,1,-1.6083319999999999
-10,0,0,0,0,1,0.0,6.088,0,1,0.8555732240437159,0,2023-wimbledon-2601,0,-1.2772320000000001
0,1,0,0,0,1,0.0,15.907,0,1,3.3422049180327873,0,2023-wimbledon-2602,0,-1.813698
-15,0,0,0,0,1,0.0,5.727,0,1,1.1854049180327868,0,2023-wimbledon-2602,1,-1.347178
-30,0,0,0,0,1,0.0,6.342,0,1,-1.8990213114754095,0,2023-wimbledon-2602,1,-1.580788
-40,0,0,0,0,1,0.0,3.531,0,0,-1.9045349726775953,0,2023-wimbledon-2602,0,-1.331434
0,1,0,1,0,1,0.0,5.754,1,1,-1.9124792349726771,1,2023-wimbledon-2602,1,-1.0585560000000003
15,1,0,1,0,1,0.0,6.727,1,1,0.4383355191256835,0,2023-wimbledon-2602,0,-0.847178
0,1,0,1,0,1,0.0,3.584,1,0,0.17576393442622978,1,2023-wimbledon-2602,0,-0.6681760000000001
15,1,0,1,0,1,0.0,36.547,1,0,2.416146994535519,0,2023-wimbledon-2602,0,-0.904658
0,1,0,1,0,1,0.0,6.037,1,0,-0.37622349726775944,0,2023-wimbledon-2602,0,-0.7025180000000002
-10,0,0,1,0,1,0.0,9.747,1,0,-2.8737300546448084,1,2023-wimbledon-2602,1,-0.355458
0,1,0,1,0,1,0.0,8.841,1,1,-0.36458306010928954,1,2023-wimbledon-2602,0,-1.1017740000000003
10,1,0,1,0,1,0.0,2.394,1,1,-0.3067502732240436,1,2023-wimbledon-2602,0,-0.8615160000000001
0,1,0,1,0,0,0.0,50.152,0,1,2.6328956284153002,1,2023-wimbledon-2602,0,-1.4551280000000002
15,1,0,1,0,0,0.0,2.136,0,1,5.849950273224042,0,2023-wimbledon-2602,1,-0.5579040000000001
0,1,0,1,0,0,0.0,6.642,0,0,3.9857584699453543,0,2023-wimbledon-2602,1,-0.48598800000000003
-15,0,0,1,0,0,0.0,12.107,0,1,1.2288540983606555,1,2023-wimbledon-2602,0,-0.598498
0,1,0,1,0,0,0.0,17.616,0,1,0.4257622950819673,1,2023-wimbledon-2602,0,-0.999624
10,1,0,1,0,0,0.0,22.182,0,1,0.1592551912568303,0,2023-wimbledon-2602,0,-0.913548
0,1,0,1,0,0,0.0,5.873,0,1,0.055427868852459025,0,2023-wimbledon-2602,0,-0.835222
-10,0,0,1,0,0,0.0,28.176,0,1,0.054189617486338756,1,2023-wimbledon-2602,0,-0.748464
0,1,0,1,0,0,0.0,5.983,0,1,0.05958852459016398,0,2023-wimbledon-2602,0,-0.836762
-10,0,0,1,0,0,0.0,23.014,0,1,-2.003214754098361,1,2023-wimbledon-2602,0,-0.676196
0,1,0,1,0,0,0.0,17.396,0,0,0.21873825136612024,0,2023-wimbledon-2602,0,-0.636544
-10,0,0,1,0,0,0.0,6.194,0,0,0.21633333333333338,0,2023-wimbledon-2602,0,-0.080716
0,1,0,1,1,1,0.0,15.731,1,0,-1.3345710382513658,1,2023-wimbledon-2602,0,-0.8302340000000001
15,1,0,1,1,1,0.0,16.21,1,1,0.9869852459016394,0,2023-wimbledon-2602,0,-0.9719399999999999
0,1,0,1,1,1,0.0,18.574,1,1,-1.4499797814207651,1,2023-wimbledon-2602,0,-1.2300360000000001
15,1,0,1,1,1,0.0,4.646,1,1,0.9401978142076504,1,2023-wimbledon-2602,1,-0.810044
25,1,0,1,1,1,0.0,3.236,1,0,2.6437060109289616,0,2023-wimbledon-2602,0,-0.28030400000000005
10,1,0,1,1,1,0.0,3.942,1,1,0.04789726775956264,1,2023-wimbledon-2602,0,-0.875188
0,1,0,1,0,0,0.0,3.141,0,1,2.6243060109289615,0,2023-wimbledon-2602,1,-0.7969740000000001
-15,0,0,1,0,0,0.0,17.58,0,0,0.4701639344262294,1,2023-wimbledon-2602,1,-0.31511999999999996
0,1,0,1,0,0,0.0,33.264,0,1,0.4641863387978142,1,2023-wimbledon-2602,0,-1.218696
15,1,0,1,0,0,0.0,20.171,0,0,3.1924355191256835,1,2023-wimbledon-2602,1,-0.45039400000000007
25,1,0,1,0,0,0.0,9.589,0,1,2.534053005464481,0,2023-wimbledon-2602,0,-0.512246
10,1,0,1,0,0,0.0,32.303,0,1,2.777897814207651,0,2023-wimbledon-2602,0,-1.055242
0,1,0,1,0,0,0.0,1.444,0,1,0.3084180327868855,0,2023-wimbledon-2602,0,-0.773216
-10,0,0,1,0,0,0.0,23.271,0,0,-1.9411147540983607,1,2023-wimbledon-2602,0,-0.319794
0,1,0,1,0,0,0.0,11.851,0,1,-1.9967617486338802,0,2023-wimbledon-2602,0,-0.918914
-10,0,0,1,0,0,0.0,11.149,0,0,-2.0020371584699452,1,2023-wimbledon-2602,0,-0.150086
0,1,0,1,0,0,0.0,8.545,0,0,0.1254382513661201,0,2023-wimbledon-2602,0,-0.51263
-10,0,0,1,0,0,0.0,11.021,0,1,0.14887595628415298,1,2023-wimbledon-2602,0,-0.508294
0,1,0,1,0,0,0.0,9.484,0,1,0.057112021857923405,0,2023-wimbledon-2602,0,-0.885776
-10,0,0,1,0,0,0.0,15.626,0,0,0.09412021857923505,0,2023-wimbledon-2602,0,-0.21276399999999998
0,1,0,1,0,1,0.5,19.28,1,0,-1.430814207650273,0,2023-wimbledon-2602,0,-0.5384200000000003
-15,0,0,1,0,1,0.5,14.066,1,1,-1.6978207650273223,1,2023-wimbledon-2602,0,-0.5014240000000001
0,1,0,1,0,1,0.5,7.789,1,1,-1.4740229508196716,1,2023-wimbledon-2602,0,-0.7375460000000003
15,1,0,1,0,1,0.5,21.897,1,1,0.8238508196721311,1,2023-wimbledon-2602,1,-0.7100580000000001
25,1,0,1,0,1,0.5,7.436,1,1,2.7574606557377046,0,2023-wimbledon-2602,0,-0.35760400000000003
10,1,0,1,0,1,0.5,11.973,1,1,3.0332103825136603,1,2023-wimbledon-2602,0,-0.6461220000000001
0,1,0,0,0,0,0.0,5.39,0,1,2.720962841530054,0,2023-wimbledon-2602,0,-0.98446
-15,0,0,0,0,0,0.0,10.883,0,0,0.6754830601092897,0,2023-wimbledon-2602,1,-0.377362
-30,0,0,0,0,0,0.0,7.198,0,1,-1.6168431693989072,0,2023-wimbledon-2602,1,-0.9107719999999999
-40,0,0,0,0,0,0.0,14.968,0,1,-1.1541273224043715,0,2023-wimbledon-2602,0,-1.169552
0,1,0,1,0,0,0.0,8.157,1,1,-3.48287650273224,1,2023-wimbledon-2602,0,-0.410198
15,1,0,1,0,0,0.0,11.635,1,1,-1.2372672131147537,1,2023-wimbledon-2602,0,-0.23389000000000004
30,1,0,1,0,0,0.0,22.765,1,1,1.0982409836065576,1,2023-wimbledon-2602,1,-0.16471000000000008
40,1,0,1,0,0,0.0,29.592,1,0,3.6174306010928965,0,2023-wimbledon-2602,0,0.24971199999999996
25,1,0,1,0,0,0.0,6.607,1,0,2.866526775956283,0,2023-wimbledon-2602,1,0.346502
10,1,0,1,0,0,0.0,4.628,1,1,0.08222295081967268,1,2023-wimbledon-2602,0,-0.21079199999999998
0,1,0,0,0,0,0.0,1.522,0,1,0.035257923497267966,0,2023-wimbledon-2602,0,-0.930308
-15,0,0,0,0,0,0.0,24.22,0,1,-2.2189224043715847,0,2023-wimbledon-2602,1,-0.9240799999999999
-30,0,0,0,0,0,0.0,7.242,0,0,-1.6801879781420765,1,2023-wimbledon-2602,0,-0.551388
-15,0,0,0,0,0,0.0,16.149,0,1,0.7635814207650276,1,2023-wimbledon-2602,0,-0.811086
0,1,0,0,0,0,0.0,2.062,0,1,0.0003819672131150434,0,2023-wimbledon-2602,0,-0.937868
-10,0,0,0,0,0,0.0,14.446,0,1,3.6065573770552826e-05,1,2023-wimbledon-2602,0,-0.712244
0,1,0,0,0,0,0.0,2.235,0,1,2.174666666666667,0,2023-wimbledon-2602,0,-0.9402900000000001
-10,0,0,0,0,0,0.0,7.824,0,0,0.14269234972677602,1,2023-wimbledon-2602,0,-0.259536
0,1,0,0,0,0,0.0,15.971,0,0,0.08094371584699453,0,2023-wimbledon-2602,0,-0.772594
-10,0,0,0,0,0,0.0,12.08,0,1,0.033872131147541035,0,2023-wimbledon-2602,0,-0.67912
0,1,0,0,0,0,0.0,4.063,1,0,-1.484710382513661,1,2023-wimbledon-2602,0,-0.14888200000000001
15,1,0,0,0,0,0.0,12.72,1,1,0.7519136612021858,1,2023-wimbledon-2602,1,-0.40508000000000005
30,1,0,0,0,0,0.0,1.898,1,1,1.0227333333333335,1,2023-wimbledon-2602,1,-0.028572000000000042
40,1,0,0,0,0,0.0,9.184,1,1,3.3941136612021854,1,2023-wimbledon-2602,0,0.019423999999999997
0,1,0,0,0,0,0.0,5.531,0,0,5.564857923497267,0,2023-wimbledon-2602,1,-0.626434
-15,0,0,0,0,0,0.0,12.526,0,1,3.705409289617486,0,2023-wimbledon-2602,0,-0.760364
-30,0,0,0,0,0,0.0,16.519,0,0,0.9280748633879777,1,2023-wimbledon-2602,0,-0.6812659999999999
-15,0,0,0,0,0,0.0,0.537,0,1,0.9703005464480876,0,2023-wimbledon-2602,0,-0.592518
-25,0,0,0,0,0,0.0,8.683,0,0,-1.9172098360655734,0,2023-wimbledon-2602,0,-0.496562
0,1,0,1,0,0,0.0,1.79,1,1,-1.320327868852459,1,2023-wimbledon-2602,0,-0.32106
15,1,0,1,0,0,0.0,11.477,1,0,0.9284256830601094,0,2023-wimbledon-2602,0,0.12832199999999994
0,1,0,1,0,0,0.0,13.038,1,1,-1.3995786885245898,1,2023-wimbledon-2602,0,-0.478532
15,1,0,1,0,0,0.0,7.471,1,1,0.9256612021857924,1,2023-wimbledon-2602,0,-0.17559400000000003
25,1,0,1,0,0,0.0,3.357,1,0,2.665056830601093,1,2023-wimbledon-2602,0,0.39200199999999996
0,1,1,1,0,1,0.0,9.408,1,1,2.716979781420765,0,2023-wimbledon-2602,0,-0.7967120000000001
-1,0,1,1,0,1,0.0,0.494,1,1,3.402608196721311,1,2023-wimbledon-2602,0,-0.13791600000000007
0,1,1,1,0,1,0.0,5.969,1,0,3.1986770491803274,1,2023-wimbledon-2602,0,-0.38856600000000013
1,1,1,1,0,1,0.0,24.598,1,0,3.3936366120218584,0,2023-wimbledon-2602,0,-0.6343719999999999
0,1,1,1,0,1,0.0,6.179,1,0,0.33239398907103834,1,2023-wimbledon-2602,0,-0.3915060000000001
1,1,1,1,0,1,0.0,22.744,1,0,2.3699590163934423,1,2023-wimbledon-2602,0,-0.6084160000000001
2,1,1,1,0,1,0.0,9.152,1,0,2.5417344262295085,0,2023-wimbledon-2602,0,-0.4031280000000001
1,1,1,1,0,1,0.0,1.168,1,1,0.054048087431694036,0,2023-wimbledon-2602,0,-0.666352
0,1,1,1,0,1,0.0,40.874,1,1,0.2297021857923499,0,2023-wimbledon-2602,0,-1.2372360000000002
-1,0,1,1,0,1,0.0,6.45,1,0,-2.1409180327868853,0,2023-wimbledon-2602,0,0.13869999999999993
-2,0,1,1,0,1,0.0,7.555,1,1,-4.800615300546449,1,2023-wimbledon-2602,0,-0.25176999999999994
-1,0,1,1,0,1,0.0,9.616,1,1,-2.3195213114754103,0,2023-wimbledon-2602,0,-0.2656240000000001
0,1,0,1,1,1,1.0,3.861,1,1,-1.6272306010928956,0,2023-wimbledon-2602,0,-0.3250540000000002
-15,0,0,1,1,1,1.0,7.191,1,0,-1.577197267759563,1,2023-wimbledon-2602,0,0.312326
0,1,0,1,1,1,1.0,12.688,1,0,0.9272262295081968,1,2023-wimbledon-2602,0,-0.08863200000000021
15,1,0,1,1,1,1.0,12.902,1,1,1.0422573770491803,1,2023-wimbledon-2602,1,-0.2266280000000001
25,1,0,1,1,1,1.0,2.825,1,0,2.7006147540983605,0,2023-wimbledon-2602,0,0.4244499999999999
10,1,0,1,1,1,1.0,10.617,1,1,2.9812016393442615,1,2023-wimbledon-2602,0,-0.26963800000000004
0,1,0,1,0,0,0.0,13.069,0,1,2.656444808743169,0,2023-wimbledon-2602,0,-0.935966
-15,0,0,1,0,0,0.0,25.02,0,1,0.4779103825136613,0,2023-wimbledon-2602,0,-0.77928
-30,0,0,1,0,0,0.0,4.85,0,1,-1.7041863387978142,1,2023-wimbledon-2602,0,-0.7219
-15,0,0,1,0,0,0.0,12.434,0,0,0.7849830601092898,0,2023-wimbledon-2602,0,-0.24307599999999996
-25,0,0,1,0,0,0.0,6.205,0,1,-2.0905306010928957,0,2023-wimbledon-2602,0,-0.66587
0,1,1,1,0,0,0.0,11.09,1,0,-1.48193825136612,1,2023-wimbledon-2602,0,0.22173999999999996
